No,ID,Scenario,Mode,Choice,Nationality,Gender,Age,Job,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,AirClass,FreTravel,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,TripMT,TripCar,TripTaxi,TripBus,TripVCAT,LugMT,LugCar,LugTaxi,LugBus,LugVCAT,AccmMT,AccmCar,AccmTaxi,AccmBus,AccmVCAT,TPS,NLG,AT
41,21,S2,VCAT,5,1,0,2,5,0,0,1,1,5,3,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
42,21,S4,Taxi,3,1,0,2,5,0,0,1,1,5,3,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,22,S1,VCAT,5,1,1,3,7,1,1,1,1,5,3,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
44,22,S3,Taxi,3,1,1,3,7,1,1,1,1,5,3,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
45,23,S2,VCAT,5,1,1,4,7,1,1,1,1,5,1,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,23,S4,Taxi,3,1,1,4,7,1,1,1,1,5,1,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
47,24,S2,Taxi,3,0,0,1,3,0,1,0,1,4,1,1,4,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
48,24,S4,VCAT,5,0,0,1,3,0,1,0,1,4,1,1,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,25,S2,Taxi,3,0,0,3,1,1,1,0,0,3,2,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
50,25,S4,Bus,4,0,0,3,1,1,1,0,0,3,2,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,190,190,190,190,190,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,26,S2,VCAT,5,0,0,3,1,2,2,1,1,2,1,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
52,26,S4,Bus,4,0,0,3,1,2,2,1,1,2,1,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,27,S2,Bus,4,0,0,2,1,1,2,0,1,4,1,0,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
54,27,S4,Car,2,0,0,2,1,1,2,0,1,4,1,0,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55,28,S2,Taxi,3,0,1,2,7,1,1,1,1,4,2,1,3,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
56,28,S4,Car,2,0,1,2,7,1,1,1,1,4,2,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,29,S2,Taxi,3,0,0,2,3,0,1,1,1,5,2,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
58,29,S4,VCAT,5,0,0,2,3,0,1,1,1,5,2,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59,30,S2,Bus,4,0,1,3,1,1,2,1,2,5,2,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,190,190,190,190,190,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
60,30,S4,Car,2,0,1,3,1,1,2,1,2,5,2,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,31,S2,VCAT,5,0,0,3,5,1,2,1,2,4,3,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
62,31,S4,VCAT,5,0,0,3,5,1,2,1,2,4,3,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63,32,S2,Car,2,0,1,3,1,0,0,1,1,4,2,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
64,32,S4,Bus,4,0,1,3,1,0,0,1,1,4,2,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,33,S2,VCAT,5,0,1,5,1,1,1,1,2,4,3,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
66,33,S4,Car,2,0,1,5,1,1,1,1,2,4,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,34,S2,VCAT,5,0,1,5,2,1,4,1,5,5,3,1,3,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
68,34,S4,Bus,4,0,1,5,2,1,4,1,5,5,3,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,190,190,190,190,190,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,35,S2,Car,2,0,0,2,7,0,0,1,1,5,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
70,35,S4,Taxi,3,0,0,2,7,0,0,1,1,5,3,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71,36,S2,VCAT,5,0,0,2,3,1,1,1,1,4,2,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
72,36,S4,Car,2,0,0,2,3,1,1,1,1,4,2,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
73,37,S2,Bus,4,0,0,5,2,0,0,1,1,4,1,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
74,37,S4,Taxi,3,0,0,5,2,0,0,1,1,4,1,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,38,S5,Taxi,3,0,0,2,1,1,1,0,0,5,1,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
76,38,S7,Bus,4,0,0,2,1,1,1,0,0,5,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
77,39,S2,VCAT,5,0,0,2,6,1,2,0,0,3,1,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
78,39,S4,Taxi,3,0,0,2,6,1,2,0,0,3,1,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,40,S2,VCAT,5,0,0,2,1,1,1,0,0,3,2,1,3,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
80,40,S4,Bus,4,0,0,2,1,1,1,0,0,3,2,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,41,S2,Taxi,3,0,0,2,7,1,1,0,0,5,2,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
82,41,S4,Taxi,3,0,0,2,7,1,1,0,0,5,2,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83,42,S2,VCAT,5,0,0,2,1,1,1,0,0,5,2,0,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
84,42,S4,Bus,4,0,0,2,1,1,1,0,0,5,2,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85,43,S2,Bus,4,0,1,2,3,0,1,1,1,3,3,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
86,43,S4,Bus,4,0,1,2,3,0,1,1,1,3,3,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87,44,S2,VCAT,5,0,1,1,3,1,2,1,1,5,2,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
88,44,S4,Bus,4,0,1,1,3,1,2,1,1,5,2,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89,45,S5,VCAT,5,0,1,1,3,0,1,0,1,5,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
90,45,S7,Bus,4,0,1,1,3,0,1,0,1,5,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
91,46,S5,Car,2,0,1,1,3,0,2,0,3,5,1,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
92,46,S7,VCAT,5,0,1,1,3,0,2,0,3,5,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
93,47,S2,Car,2,0,0,1,3,0,0,0,2,5,1,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
94,47,S4,VCAT,5,0,0,1,3,0,0,0,2,5,1,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
95,48,S5,Car,2,0,0,1,3,0,1,0,1,4,2,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
96,48,S7,VCAT,5,0,0,1,3,0,1,0,1,4,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,93,93,93,93,93,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
97,49,S5,Car,2,0,1,1,3,0,1,0,0,5,2,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
98,49,S7,VCAT,5,0,1,1,3,0,1,0,0,5,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
99,50,S5,Bus,4,0,0,1,3,1,2,1,3,3,2,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
100,50,S7,VCAT,5,0,0,1,3,1,2,1,3,3,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
101,51,S5,VCAT,5,0,1,2,7,1,2,1,2,5,1,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
102,51,S7,VCAT,5,0,1,2,7,1,2,1,2,5,1,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
103,52,S2,Bus,4,0,0,4,5,0,1,1,1,4,3,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
104,52,S4,Bus,4,0,0,4,5,0,1,1,1,4,3,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
