No,SC,ID,MODE,Choice,Gender,Nat,Age,Job,Edu,Hinc,Hcar,DEP,TPP,LUG,ACCM,WCON,DMale,DFemale,Dvien,DNVien,DFNer,Cost_MT,Cost_Car,Cost_Taxi,Cost_Bus,Cost_VCAT,Park_MT,Park_Car,Park_Taxi,Park_Bus,Park_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Acctime_MT,Acctime_Car,Acctime_Taxi,Acctime_Bus,Acctime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,Trans_MT,Trans_Car,Trans_Taxi,Trans_Bus,Trans_VCAT,WC_MT,WC_Car,WC_Taxi,WC_Bus,WC_VCAT,ChIn_MT,ChIn_Car,ChIn_Taxi,ChIn_Bus,ChIn_VCAT
514,S7,257,Airport Limousine Bus,5,1,3,2,4,2,8,1,1,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
515,S1,258,Airport Bus,4,1,3,2,8,3,8,1,1,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
516,S3,258,Airport Limousine Bus,5,1,3,2,8,3,8,1,1,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
517,S6,259,Taxi,3,1,3,3,4,3,8,0,1,1,2,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
518,S8,259,Taxi,3,1,3,3,4,3,8,0,1,2,2,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
519,S6,260,Airport Bus,4,1,3,6,8,2,8,0,2,1,2,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
520,S8,260,Airport Bus,4,1,3,6,8,2,8,0,2,2,2,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
521,S5,261,Taxi,3,1,3,3,3,3,8,1,1,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
522,S7,261,Taxi,3,1,3,3,3,3,8,1,1,2,1,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
523,S5,262,Airport Limousine Bus,5,1,3,3,5,4,8,1,1,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
524,S7,262,Taxi,3,1,3,3,5,4,8,1,1,2,1,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
525,S1,263,Airport Limousine Bus,5,1,3,6,8,4,8,1,1,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
526,S3,263,Airport Limousine Bus,5,1,3,6,8,4,8,1,1,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
527,S2,264,Taxi,3,1,3,2,6,4,8,1,2,1,2,2,2,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
528,S4,264,Airport Limousine Bus,5,1,3,2,6,4,8,1,2,2,2,1,1,1,0,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
529,S6,265,Taxi,3,2,3,2,6,4,8,1,2,1,2,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
530,S8,265,Airport Limousine Bus,5,2,3,2,6,4,8,1,2,2,2,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
531,S6,266,Taxi,3,2,3,2,1,4,6,0,2,1,2,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
532,S8,266,Taxi,3,2,3,2,1,4,6,0,2,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
533,S1,267,Airport Bus,4,2,3,6,8,4,8,1,2,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
534,S3,267,Airport Limousine Bus,5,2,3,6,8,4,8,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
535,S5,268,Taxi,3,2,3,2,1,4,8,0,2,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
536,S7,268,Taxi,3,2,3,2,1,4,8,0,2,2,1,2,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
537,S5,269,Private Car,2,1,3,5,8,3,7,0,2,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
538,S7,269,Motorbike,1,1,3,5,8,3,7,0,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
539,S5,270,Private Car,2,1,3,5,1,4,8,1,2,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
540,S7,270,Private Car,2,1,3,5,1,4,8,1,2,2,1,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
541,S6,271,Airport Bus,4,1,3,2,1,4,8,1,2,1,2,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
542,S8,271,Airport Bus,4,1,3,2,1,4,8,1,2,2,2,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
543,S2,272,Motorbike,1,2,3,2,1,4,8,1,2,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
544,S4,272,Motorbike,1,2,3,2,1,4,8,1,2,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
545,S6,273,Airport Bus,4,2,3,6,1,4,4,0,1,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
546,S8,273,Airport Bus,4,2,3,6,1,4,4,0,1,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
547,S5,274,Airport Limousine Bus,5,2,3,5,2,4,8,0,2,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
548,S7,274,Airport Bus,4,2,3,5,2,4,8,0,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
549,S6,275,Airport Limousine Bus,5,2,3,5,2,1,8,1,2,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
550,S8,275,Airport Bus,4,2,3,5,2,1,8,1,2,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
551,S5,276,Airport Limousine Bus,5,1,3,2,2,4,8,1,2,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
552,S7,276,Airport Limousine Bus,5,1,3,2,2,4,8,1,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
553,S5,277,Airport Bus,4,2,3,2,1,4,6,1,2,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
554,S7,277,Airport Bus,4,2,3,2,1,4,6,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
555,S5,278,Airport Bus,4,2,3,6,2,2,8,1,2,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
556,S7,278,Airport Bus,4,2,3,6,2,2,8,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
557,S5,279,Airport Limousine Bus,5,2,3,2,8,4,1,0,2,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
558,S7,279,Airport Bus,4,2,3,2,8,4,1,0,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
559,S5,280,Airport Limousine Bus,5,1,1,4,1,4,4,0,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
560,S7,280,Airport Limousine Bus,5,1,1,4,1,4,4,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
561,S6,281,Airport Limousine Bus,5,1,1,4,1,4,3,1,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
562,S8,281,Airport Limousine Bus,5,1,1,4,1,4,3,1,1,2,2,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
563,S6,282,Airport Limousine Bus,5,1,1,5,1,4,4,1,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
564,S8,282,Airport Limousine Bus,5,1,1,5,1,4,4,1,1,2,2,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
565,S1,283,Airport Limousine Bus,5,2,1,2,6,2,8,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
566,S3,283,Private Car,2,2,1,2,6,2,8,0,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
567,S1,284,Private Car,2,2,1,3,5,3,3,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
568,S3,284,Private Car,2,2,1,3,5,3,3,0,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
569,S5,285,Private Car,2,1,1,2,1,3,4,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
570,S7,285,Private Car,2,1,1,2,1,3,4,1,1,2,1,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
571,S1,286,Airport Bus,4,2,1,2,6,2,5,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
572,S3,286,Airport Bus,4,2,1,2,6,2,5,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
573,S1,287,Airport Limousine Bus,5,1,1,2,5,3,6,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
574,S3,287,Airport Bus,4,1,1,2,5,3,6,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
575,S1,288,Airport Bus,4,2,1,2,6,3,6,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
576,S3,288,Airport Bus,4,2,1,2,6,3,6,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
577,S1,289,Airport Limousine Bus,5,1,1,3,2,4,8,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
578,S3,289,Airport Bus,4,1,1,3,2,4,8,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
579,S1,290,Airport Limousine Bus,5,2,1,2,6,2,6,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
580,S3,290,Airport Bus,4,2,1,2,6,2,6,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
581,S1,291,Airport Limousine Bus,5,2,1,2,6,2,5,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
582,S3,291,Airport Bus,4,2,1,2,6,2,5,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
583,S1,292,Airport Limousine Bus,5,1,1,2,6,2,6,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
584,S3,292,Taxi,3,1,1,2,6,2,6,1,1,2,1,2,1,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
585,S1,293,Airport Limousine Bus,5,1,1,2,6,2,4,0,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
586,S3,293,Airport Limousine Bus,5,1,1,2,6,2,4,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
587,S1,294,Airport Bus,4,2,1,2,6,2,6,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
588,S3,294,Taxi,3,2,1,2,6,2,6,1,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
589,S6,295,Airport Bus,4,1,1,3,1,4,4,1,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
590,S8,295,Airport Bus,4,1,1,3,1,4,4,1,1,2,2,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
591,S1,296,Airport Limousine Bus,5,1,1,2,5,3,3,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
592,S3,296,Airport Limousine Bus,5,1,1,2,5,3,3,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
593,S1,297,Private Car,2,2,1,3,1,3,2,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
594,S3,297,Airport Limousine Bus,5,2,1,3,1,3,2,0,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
595,S1,298,Airport Limousine Bus,5,2,1,3,1,4,5,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
596,S3,298,Private Car,2,2,1,3,1,4,5,1,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
597,S1,299,Airport Limousine Bus,5,2,1,2,6,2,6,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
598,S3,299,Airport Bus,4,2,1,2,6,2,6,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
