No,Scenarios,ScenarioNumber,GroupID,IndID,MODE,TripPur_SP,ChkLug,Accomp,Cost_MT,Cost_Car,Cost_Taxi,Cost_Bus,Cost_VCAT,Park_MT,Park_Car,Park_Taxi,Park_Bus,Park_VCAT,VehTime_MT,VehTime_Car,VehTime_Taxi,VehTime_Bus,VehTime_VCAT,AccTime_MT,AccTime_Car,AccTime_Taxi,AccTime_Bus,AccTime_VCAT,WTime_MT,WTime_Car,WTime_Taxi,WTime_Bus,WTime_VCAT,SafeTime_MT,SafeTime_Car,SafeTime_Taxi,SafeTime_Bus,SafeTime_VCAT,Trans_MT,Trans_Car,Trans_Taxi,Trans_Bus,Trans_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,WC_MT,WC_Car,WC_Taxi,WC_Bus,WC_VCAT,ChkIn_MT,ChkIn_Car,ChkIn_Taxi,ChkIn_Bus,ChkIn_VCAT
520,S8,8,4,260,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
521,S5,5,3,261,taxi,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
522,S7,7,3,261,taxi,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
523,S5,5,3,262,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
524,S7,7,3,262,taxi,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
525,S1,1,1,263,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
526,S3,3,1,263,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
527,S2,2,2,264,taxi,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
528,S4,4,2,264,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
529,S6,6,4,265,taxi,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
530,S8,8,4,265,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
531,S6,6,4,266,taxi,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
532,S8,8,4,266,taxi,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
533,S1,1,1,267,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
534,S3,3,1,267,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
535,S5,5,3,268,taxi,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
536,S7,7,3,268,taxi,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
537,S5,5,3,269,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
538,S7,7,3,269,motorbike,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
539,S5,5,3,270,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
540,S7,7,3,270,car,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
541,S6,6,4,271,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
542,S8,8,4,271,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
543,S2,2,2,272,motorbike,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
544,S4,4,2,272,motorbike,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
545,S6,6,4,273,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
546,S8,8,4,273,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
547,S5,5,3,274,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
548,S7,7,3,274,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
549,S6,6,4,275,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
550,S8,8,4,275,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
551,S5,5,3,276,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
552,S7,7,3,276,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
553,S5,5,3,277,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
554,S7,7,3,277,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
555,S5,5,3,278,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
556,S7,7,3,278,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
557,S5,5,3,279,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
558,S7,7,3,279,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
559,S5,5,3,280,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
560,S7,7,3,280,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
561,S6,6,4,281,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
562,S8,8,4,281,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
563,S6,6,4,282,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
564,S8,8,4,282,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,15,No ,No ,No ,20,15,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay","10 min
delay ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
565,S1,1,1,283,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
566,S3,3,1,283,car,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
567,S1,1,1,284,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
568,S3,3,1,284,car,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
569,S5,5,3,285,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
570,S7,7,3,285,car,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
571,S1,1,1,286,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
572,S3,3,1,286,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
573,S1,1,1,287,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
574,S3,3,1,287,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
575,S1,1,1,288,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
576,S3,3,1,288,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
577,S1,1,1,289,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
578,S3,3,1,289,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
579,S1,1,1,290,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
580,S3,3,1,290,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
581,S1,1,1,291,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,10,10,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
582,S3,3,1,291,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
